patent_id,title,organization
6517029,Friction and stiction compensation for spacecraft attitude control,"Space Systems/Loral, Inc."
6456907,System and method for limiting the effects of actuator saturation to certain body axes of a spacecraft,"Space Systems/Loral, Inc."
6454217,Method and apparatus for rate integration supplement for attitude referencing with quaternion differencing,"Space Systems/Loral, Inc."
6464174,Round-trip orbital operation of a spacecraft,"Space Systems/Loral, Inc."
6478257,Phase change material thermal control for electric propulsion,"Space Systems/Loral, Inc."
6478258,Spacecraft multiple loop heat pipe thermal system for internal equipment panel applications,"Space Systems/Loral, Inc."
6439507,Closed-loop spacecraft orbit control,"Space Systems/Loral, Inc."
6453220,Low earth orbit satellite constellation stationkeeping algorithm with absolute altitude control,"Space Systems/Loral, Inc."
6450453,Active steering of an appendage on a spacecraft using piezoelectric actuators,"Space Systems/Loral, Inc."
6450454,Spacecraft attack and distress ejectable recorder,"Space Systems/Loral, Inc."
6445981,Controller and control method for satellite orbit-keeping maneuvers,"Space Systems/Loral, Inc."
6439509,Pre-bias scheme for roll momentum unloads on pitch momentum bias/yaw reaction wheel spacecraft,"Space Systems/Loral, Inc."
6623826,Passive intermodulation free multilayer thermal blanket,"Space Systems/Loral, Inc."
6591899,Spacecraft multi-directional loop heat pipe thermal systems,"Space Systems/Loral, Inc."
6581880,Energy managed electric propulsion methods and systems for stationkeeping satellites,"Space Systems/Loral, Inc."
6691955,Spacecraft having a momentum wheel configuration that prevents zero wheel speeds,"Space Systems/Loral, Inc."
6672544,Satellite harmonic torque estimator,"Space Systems/Loral, Inc."
5349532,Spacecraft attitude control and momentum unloading using gimballed and throttled thrusters,"Space Systems/Loral, Inc."
5332030,Multi-directional cooler,"Space Systems/Loral, Inc."
5359280,Bilateral power converter for a satellite power system,"Space Systems/Loral, Inc."
5303286,Wireless telephone/satellite roaming system,"Space Systems/Loral, Inc."
5326054,Apogee at constant time-of-day equatorial (ACE) orbit,"Space Systems/Loral, Inc."
5328312,Dual load-path fastener,"Space Systems/Loral, Inc."
5255878,Spin reorientation maneuver for spinning spacecraft,"Space Systems/Loral, Inc."
5273815,Thermal control and electrostatic discharge laminate,"Space Systems/Loral, Inc."
5222023,Compensated transition for spacecraft attitude control,"Space Systems/Loral, Inc."
5172876,Spin reorientation maneuver for spinning spacecraft,"Space Systems/Loral, Inc."
5100084,Method and apparatus for inclined orbit attitude control for momentum bias spacecraft,"Space Systems/Loral, Inc."
5124925,Method for controlling east/west motion of a geostationary satellite,"Space Systems/Loral, Inc."
5649310,Signal translation and amplification system including a thermal radiation panel coupled thereto,"Space Systems/Loral, Inc."
5618012,Satellite stabilization system,"Space Systems/Loral, Inc."
5623269,Mobile communication satellite payload,"Space Systems/Loral, Inc."
5568904,Steered perigee velocity augmentation,"Space Systems/Loral, Inc."
5597142,Spacecraft acquisition of orientation by scan of earth sensor field of view,"Space Systems/Loral, Inc."
5752675,Thruster control of yaw without yaw measurements,"Space Systems/Loral, Inc."
5669586,Satellite gravity gradient compensation using on-orbit solar array reorientation,"Space Systems/Loral, Inc."
5673459,Deployment hinge apparatus,"Space Systems/Loral, Inc."
5715297,Wireless telephone/satellite roaming system,"Space Systems/Loral, Inc."
5400252,Spacecraft East/West orbit control during a North or South stationkeeping maneuver,"Space Systems/Loral, Inc."
5422647,Mobile communication satellite payload,"Space Systems/Loral, Inc."
5477132,Multi-sectioned power converter having current-sharing controller,"Space Systems/Loral, Inc."
5486399,Self-supporting convex cover for spacecraft,"Space Systems/Loral, Inc."
5459669,Control system and method for spacecraft attitude control,"Space Systems/Loral, Inc."
5548292,Mobile communication satellite payload,"Space Systems/Loral, Inc."
7363960,Heat transfer of a remote heat source using a loop heat pipe,"Space Systems/Loral, Inc."
7874519,Spacecraft three-axis attitude acquisition from sun direction measurement,"Space Systems/Loral, Inc."
8448902,Satellite having multiple aspect ratios,"Space Systems/Loral, Inc."
8568053,Radial release device,"Space Systems/Loral, Inc."
8021069,Redundant radial release apparatus,"Space Systems/Loral, Inc."
9352856,Axially grooved crossing heat pipes,"Space Systems/Loral, Inc."
9365299,Highly inclined elliptical orbit launch and orbit acquisition techniques,"Space Systems/Loral, Inc."
9550585,Highly inclined elliptical orbit de-orbit techniques,"Space Systems/Loral, Inc."
9546510,Hinge with spring pre-load transfer mechanism,"Space Systems/Loral, Inc."
9533774,Highly inclined elliptical orbit launch and orbit acquisition techniques,"Space Systems/Loral, Inc."
9708082,Radial release device,"Space Systems/Loral, Inc."
9677602,Caging mechanism for a single- or multi-axis positioning mechanism,"Space Systems/Loral, Inc."
9663251,Thruster support mechanism for satellite propulsion,"Space Systems/Loral, Inc."
9248922,Reflector deployment techniques for satellites,"Space Systems/Loral, Inc."
9242743,Side-by-side multiple launch configuration,"Space Systems/Loral, Inc."
9045239,Spacecraft payload orientation steering,"Space Systems/Loral, Inc."
9085377,Redundant fuse wire release device,"Space Systems/Loral, Inc."
9108748,Satellite orbit raising using electric propulsion,"Space Systems/Loral, Inc."
9108749,Spacecraft momentum management,"Space Systems/Loral, Inc."
9145216,Unified chemical electric propulsion system,"Space Systems/Loral, Inc."
9180982,Preload releasing fastener and release system using same,"Space Systems/Loral, Inc."
9004409,Extendable antenna reflector deployment techniques,"Space Systems/Loral, Inc."
8973641,Roll-up contamination cover,"Space Systems/Loral, Inc."
8998146,Spacecraft momentum unload and station-keeping techniques,"Space Systems/Loral, Inc."
8894017,Flexible array support structure,"Space Systems/Loral, Inc."
8915473,Hold-down mechanism for a spacecraft appendage,"Space Systems/Loral, Inc."
8915474,Solar panel sequencing mechanism,"Space Systems/Loral, Inc."
8732916,Band clamp with redundant load path,"Space Systems/Loral, Inc."
8763957,Spacecraft transfer orbit techniques,"Space Systems/Loral, Inc."
8789796,High capacity broadband satellite,"Space Systems/Loral, Inc."
8800935,Spacecraft payload positioning with respect to a virtual pivot point,"Space Systems/Loral, Inc."
8868263,Spacecraft momentum management using solar array,"Space Systems/Loral, Inc."
8876062,Shape memory alloy pre-loaded deployment hinge,"Space Systems/Loral, Inc."
9889950,Spacecraft with aerodynamic control,"Space Systems/Loral, Inc."
9878806,On-orbit assembly of communication satellites,"Space Systems/Loral, Inc."
5129753,Shape memory wire latch mechanism,TRW Inc.
5217188,Modular solid-propellant launch vehicle and related launch facility,TRW Inc.
5185042,Generic solar cell array using a printed circuit substrate,TRW Inc.
5342465,Viscoelastic damping structures and related manufacturing method,TRW Inc.
5334848,Spacecraft docking sensor system,TRW Inc.
5305971,Spacecraft control by electrochromic devices,TRW Inc.
5232073,Process for damping dynamic load,TRW Inc.
5282357,High-performance dual-mode integral propulsion system,TRW Inc.
5294079,Space transfer vehicle,TRW Inc.
5655757,Actively controlled damper,TRW Inc.
5628476,Encapsulating service module for emergency descent vehicles,TRW Inc.
5638383,Advanced integrated avionics testing system,TRW Inc.
5572865,Satellite propulsion and power system,TRW Inc.
5734736,Autonomous rendezvous and docking system and method therefor,TRW Inc.
5551624,Medium-earth-altitude satellite-based cellular telecommunications,TRW Inc.
5415367,Medium-earth-altitude satellite-based cellular telecommunications system,TRW Inc.
5415368,Medium-earth-altitude satellite-based cellular telecommunications,TRW Inc.
5417049,Satellite propulsion and power system,TRW Inc.
5433726,Medium-earth-altitude satellite-based cellular telecommunications system,TRW Inc.
5439190,Medium-earth-altitude satellite-based cellular telecommunications,TRW Inc.
5402728,Low shock separation bolt,TRW Inc.
4880187,Multipurpose modular spacecraft,TRW Inc.
4847506,Hardening of spacecraft structures against momentary high level radiation exposure using a radiation shield,TRW Inc.
4955559,Thrust vector control system for aerospace vehicles,TRW Inc.
4943014,Soft ride method for changing the altitude or position of a spacecraft in orbit,TRW Inc.
4991393,Spacecraft guidance and control system,TRW Inc.
5030490,Viscoelastic damping structures and related manufacturing method,TRW Inc.
5046691,ORU latch,TRW Inc.
4554038,"Process for fabricating lightweight, rigid solar array substrate",TRW Inc.
4575029,Spacecraft for use in conjunction with a reusable space shuttle,TRW Inc.
4682804,Releasable coupling assembly,TRW Inc.
4618111,Spacecraft structure for supporting an optical bench,TRW Inc.
3984071,Satellite nutation attenuation apparatus,TRW Inc.
3981418,Expulsion device,TRW Inc.
4267003,Automatic solar cell glassing machine and method,TRW Inc.
4322946,Thermal thruster with superheater,TRW Inc.
4384163,Ultra lightweight folding panel structure,TRW Inc.
4471926,Transfer vehicle for use in conjunction with a reusable space shuttle,TRW Inc.
6299105,Spacecraft with an environmentally released deployable structure,TRW Inc.
6304799,Apparatus and method for lasercom tracking acquisition,TRW Inc.
6315247,Spacecraft with a microdynamic noise-free holding mechanism,TRW Inc.
6279857,Silicon thermal control blanket,TRW Inc.
6345788,Composite structure element with built-in damping,TRW Inc.
6330093,Connector interface for spacecraft modules,TRW Inc.
6322023,Evolvable propulsion module,TRW Inc.
6128555,"In situ method and system for autonomous fault detection, isolation and recovery",TRW Inc.
6131646,Heat conductive interface material,TRW Inc.
6135393,Spacecraft attitude and velocity control thruster system,TRW Inc.
6142423,Ephemeris/attitude reference determination using on-board optics and other satellite ephemeris,TRW Inc.
6149104,Structural layout for spacecraft including specialized compartment configuration,TRW Inc.
6150995,Combined photovoltaic array and RF reflector,TRW Inc.
6147294,D-wing deployable solar array,TRW Inc.
6138998,Spacecraft antenna slew control systems,TRW Inc.
6213430,Vehicle launch system having an acoustic insulator,TRW Inc.
6178741,Mems synthesized divert propulsion system,TRW Inc.
6193193,Evolvable propulsion module,TRW Inc.
6234426,Modular spacecraft construction requiring no tools for assembly and disassembly,TRW Inc.
6234427,Solar array regulation and spacecraft pointing using flywheel energy storage with programmable voltage control,TRW Inc.
6252334,Digital control of smart structures,TRW Inc.
5906337,Multiple altitude satellite relay system and method,TRW Inc.
5904317,Method for adjusting stiffness and acoustic properties of an externally mountable spacecraft equipment module,TRW Inc.
5897080,Externally mountable spacecraft equipment module,TRW Inc.
5867783,Medium-earth-altitute satellite-based cellular telecommunications,TRW Inc.
5921505,System and method for reducing mechanical disturbances from energy storage flywheels,TRW Inc.
5931418,Functionally independent spacecraft module,TRW Inc.
5951609,Method and system for autonomous spacecraft control,TRW Inc.
5819526,Low power arcjet propellant feed system,TRW Inc.
5810296,Integrated restraint/release/deployment initiation device,TRW Inc.
5798574,Distributed electrical power system for modular spacecraft,TRW Inc.
5857648,Precision deployable boom assembly,TRW Inc.
6029935,Method for adding a geostationary component to a non-geostationary satellite network,TRW Inc.
6031486,Method and apparatus for integration and testing of satellites,TRW Inc.
6036143,Solar array-mounted stationkeeping and maneuvering thrusters,TRW Inc.
6017013,Damped instrument kinematic mounts,TRW Inc.
5984385,Active ERM damper for spacecraft telescoping structures,TRW Inc.
5979833,Modular spacecraft architecture,TRW Inc.
5961076,Modular spacecraft development process,TRW Inc.
5971324,Multiple altitude satellite relay system and method,TRW Inc.
6080962,Self-contained thermal control for a spacecraft module,TRW Inc.
6098930,Solid-state spacecraft with minimal moving parts,TRW Inc.
6065529,Embedded heat pipe structure,TRW Inc.
6437232,D-wing deployable solar array,TRW Inc.
6487844,Aerospike augmentation of microthruster impulse,TRW Inc.
6478261,Spacecraft with deployable panel array,TRW Inc.
6541916,Method for providing discharge power to electric propulsion thrusters,TRW Inc.
6539703,Spacecraft component with microthruster actuation and operation thereof,TRW Inc.
5775645,Controlled-emission solar tabs for attitude solar sailing,Hughes Electronics Corporation
5771019,Method and system for determining the location of a sense antenna associated with a phased array communication system,Hughes Electronics Corporation
5758846,Satellite spin inversion using a single degree of freedom momentum storage device,Hughes Electronics Corporation
5765780,Systematic vectored thrust calibration method for satellite momentum control,Hughes Electronics Corporation
6149103,Free return lunar flyby transfer method for geosynchronous satellites havint multiple perilune stages,Hughes Electronics Corporation
6145790,Attitude determination system and method,Hughes Electronics Corporation
6152402,Dual spin zero momentum satellite system,Hughes Electronics Corporation
6152403,Gyroscopic calibration methods for spacecraft,Hughes Electronics Corporation
6138061,Onboard orbit propagation using quaternions,Hughes Electronics Corporation
6138953,Slew rate direction determination for acquisition maneuvers using reaction wheels,Hughes Electronics Corporation
6176453,Radiator using thermal control coating,Hughes Electronics Corporation
6173923,Power wing,Hughes Electronics Corporation
6128575,Methods for accurately inserting satellite constellations into common orbit planes,Hughes Electronics Corporation
6129315,Independent launch lock mechanism,Hughes Electronics Corporation
6135392,Spacecraft attitude control actuator and method,Hughes Electronics Corporation
6135389,Subterranean target steering strategy,Hughes Electronics Corporation
6119986,Thin-film solar reflectors and methods,Hughes Electronics Corporation
6128426,High speed bi-directional optical rotary joint,Hughes Electronics Corporation
6126116,Coordinatable system of inclined eccentric geosynchronous orbits,Hughes Electronics Corporation
6124378,"(Zinc, cadmium, magnesium) aluminate-gallate-containing organic-binder paint and film articles",Hughes Electronics Corporation
6236939,Method and apparatus for controlling spacecraft attitude with rotational star trackers,Hughes Electronics Corporation
6254036,Method and apparatus for spacecraft wheel desaturation,Hughes Electronics Corporation
6216097,Power measuring cooling plant system and method,Hughes Electronics Corporation
6196502,Attitude control of spinning spacecraft with counterspun controls platform,Hughes Electronics Corporation
6198990,Methods for accurately inserting satellite constellations into common orbit planes,Hughes Electronics Corporation
6195044,Laser crosslink satellite attitude determination system and method,Hughes Electronics Corporation
6189835,Apparatus for spacecraft angular momentum control through the use of reflective thermal blankets,Hughes Electronics Corporation
6347262,Minimum fuel attitude and nutation controller for spinning spacecraft,Hughes Electronics Corporation
6341749,Method of simultaneously reducing inclination and eccentricity for geostationary orbit transfer,Hughes Electronics Corporation
6340138,Stationkeeping method utilizing open-loop thruster pulses and closed-loop authority limited momentum storage devices,Hughes Electronics Corporation
6325332,Coordinatable system of inclined geosynchronous satellite orbits,Hughes Electronics Corporation
6330988,System for star catalog equalization to enhance attitude determination,Hughes Electronics Corporation
6336318,"Ion thruster having a hollow cathode assembly with an encapsulated heater, and its fabrication",Hughes Electronics Corporation
6339734,Method and apparatus for reducing spacecraft instrument induced jitter via multifrequency cancellation,Hughes Electronics Corporation
6318675,Solar wing thermal shock compensation using solar wing position actuator,Hughes Electronics Corporation
6318069,Ion thruster having grids made of oriented pyrolytic graphite,Hughes Electronics Corporation
6382565,Satellite spin reorientation using a single degree of freedom momentum storage device,Hughes Electronics Corporation
6405979,"Spacecraft protected by a coating including pyroelectric/ferroelectric particles, and the coating material",Hughes Electronics Corporation
6362464,System for stellar inertial attitude determination,Hughes Electronics Corporation
6360996,Steering control for skewed scissors pair CMG clusters,Hughes Electronics Corporation
6356815,Stellar attitude-control systems and methods with weighted measurement-noise covariance matrices,Hughes Electronics Corporation
6272432,System and method for correcting star tracker low spatial frequency error in stellar-inertial attitude determination systems,Hughes Electronics Corporation
6266616,Confused-in-space stellar attitude acquisition using multiple star trackers,Hughes Electronics Corporation
6260805,Method of controlling attitude of a momentum biased spacecraft during long-duration thruster firings,Hughes Electronics Corporation
6260806,Method and apparatus for using a momentum bias to provide spacecraft attitude stabilization during an eclipse,Hughes Electronics Corporation
6260808,Passive electrical grounding of a spacecraft to the ambient plasma environment,Hughes Electronics Corporation
6283415,Simplified yaw steering method for satellite antenna beam control,Hughes Electronics Corporation
6285395,Earth sensor for satellite,Hughes Electronics Corporation
6285927,Spacecraft attitude determination system and method,Hughes Electronics Corporation
6288670,Combined roll-yaw spacecraft steering method for low earth orbit target trajectory compensation,Hughes Electronics Corporation
6305646,Eccentricity control strategy for inclined geosynchronous orbits,Hughes Electronics Corporation
6304822,Spacecraft attitude control systems with dynamic methods and structures for processing star tracker signals,Hughes Electronics Corporation
6298288,Autonomous gyro scale factor and misalignment calibration,Hughes Electronics Corporation
6293501,Spacecraft momentum management system,Hughes Electronics Corporation
6293502,System and method for enhanced solar array pointing in sun-nadir steering,Hughes Electronics Corporation
6032903,Cooperative control structures and methods for satellite spin axis control,Hughes Electronics Corporation
6027076,Method for powering a spacecraft with extended-life battery operation,Hughes Electronics Corporation
6019318,Coordinatable system of inclined geosynchronous satellite orbits,Hughes Electronics Corporation
6019320,Spacecraft acquisition of sun pointing,Hughes Electronics Corporation
6021979,Sun-referenced safe-hold control for momentum biased satellites,Hughes Electronics Corporation
6017002,Thin-film solar reflectors deployable from an edge-stowed configuration,Hughes Electronics Corporation
6024328,Satellite control method using single species of bipropellant,Hughes Electronics Corporation
6015116,Fuel efficient methods for satellite stationkeeping and momentum dumping,Hughes Electronics Corporation
5996940,Apparatus and method for combined redundant deployment and launch locking of deployable satellite appendages,Hughes Electronics Corporation
6003818,System and method for utilizing stored momentum to optimize spacecraft slews,Hughes Electronics Corporation
6053454,Modular spacecraft payload support structure,Hughes Electronics Corporation
6047928,Friction clamp restraint mechanism for springback reflectors,Hughes Electronics Corporation
6050526,Solar reflector systems and methods,Hughes Electronics Corporation
6042058,Stationkeeping and momentum-dumping thruster systems and methods,Hughes Electronics Corporation
6047226,Enhanced stellar attitude determination system,Hughes Electronics Corporation
6076772,Methods for controlling spacecraft attitudes without exciting spacecraft resonances,Hughes Electronics Corporation
6076773,Spin-stabilized spacecraft and methods,Hughes Electronics Corporation
6076774,Fuel and thermal optimal spiral earth acquisition,Hughes Electronics Corporation
6062512,"Wobble and nutation control, and spin stabilization for a spacecraft using momentum conserving devices",Hughes Electronics Corporation
6068218,"Agile, spinning spacecraft with sun-steerable solar cell array and method",Hughes Electronics Corporation
6070833,Methods for reducing solar array power variations while managing the system influences of operating with off-pointed solar wings,Hughes Electronics Corporation
6116545,Free return lunar flyby transfer method for geosynchronous satellites,Hughes Electronics Corporation
6113033,Combined flywheel energy storage and attitude control apparatus for spacecraft,Hughes Electronics Corporation
6108593,Method and apparatus for estimating attitude sensor bias in a satellite,Hughes Electronics Corporation
6108594,Autonomous attitude acquisition for a stellar inertial attitude determination system,Hughes Electronics Corporation
6102337,Spacecraft attitude control with gimbaled thrusters,Hughes Electronics Corporation
6099637,"(Zinc,cadmium,magnesium) aluminate-gallate-containing paints and their use on spacecraft",Hughes Electronics Corporation
6087646,Wide field-of-view radiation sensors and methods,Hughes Electronics Corporation
6089510,Magnetic systems and methods for realizing spacecraft maneuvers,Hughes Electronics Corporation
6089508,Autonomous spacecraft safing with reaction wheels,Hughes Electronics Corporation
5839696,Modular payload arrangement,Hughes Electronics Corporation
5833175,Spacecraft with large east-west dimensions,Hughes Electronics Corporation
5833176,Bowed solar array,Hughes Electronics Corporation
5823476,Device and method for equalizing heat dissipation between multiple radiators on a spacecraft,Hughes Electronics Corporation
5823477,Device and method for minimizing radiator area required for heat dissipation on a spacecraft,Hughes Electronics Corporation
5820669,"(Zinc,cadmium) aluminate-gallate-containing paints",Hughes Electronics Corporation
5826830,"Dual-half system, full torque reaction control thruster configuration for three-axis stabilized spacecraft",Hughes Electronics Corporation
5826828,Sun/earth acquisition without thrusters,Hughes Electronics Corporation
5787969,Flexible heat transport design for development applications,Hughes Electronics Corporation
5794890,Shielded radiator,Hughes Electronics Corporation
5806803,Spacecraft radiator cooling system,Hughes Electronics Corporation
5813633,Method and apparatus for stationkeeping a satellite offset by pitch rotation,Hughes Electronics Corporation
5810295,Method and apparatus for a satellite station keeping,Hughes Electronics Corporation
5807909,"(Zinc, cadmium) aluminate-gallate-containing organic-binder paint and film articles",Hughes Electronics Corporation
5820078,Control motion gyro with vibration isolation,Hughes Electronics Corporation
5816538,Dynamic decoupler for improved attitude control,Hughes Electronics Corporation
5938703,Embedded command module with matrix switch drive capability,Hughes Electronics Corporation
5878980,Attenuation ring,Hughes Electronics Corporation
5884868,Radiator using thermal control coating,Hughes Electronics Corporation
5884869,Satellite spin vector control with sun sensor,Hughes Electronics Corporation
5887823,Gimbal mechanism and gearbox for same,Hughes Electronics Corporation
5895014,Satellite solar array and method of biasing to reduce seasonal output power fluctuations,Hughes Electronics Corporation
5909860,Deployment sequencer,Hughes Electronics Corporation
6807397,Method for identifying growth limits of handheld services for mobile satellite communications,Hughes Electronics Corporation
6431496,Method and apparatus for operating satellites in orbit,Hughes Electronics Corporation
6439511,Thermal shock avoidance for satellite solar panels,Hughes Electronics Corporation
6441776,Method and apparatus for spacecraft payload pointing registration,Hughes Electronics Corporation
6484608,Method and apparatus for providing two axis motion with a single drive device,Hughes Electronics Corporation
6478260,Star detection and location system,Hughes Electronics Corporation
6474602,Spacecraft pointing performance via optimized solar array orientation,Hughes Electronics Corporation
6470243,Correction of spacecraft steering control law for unexpected orbital inclination effects,Hughes Electronics Corporation
6547190,Application of carbon fiber mesh for space and airborne platform applications,Hughes Electronics Corporation
6545853,Alternate grounding method,Hughes Electronics Corporation
6501941,Method for identifying growth limits of handheld services for mobile satellite communications,Hughes Electronics Corporation
6505795,Application of carbon fiber mesh for space and airborne platform applications,Hughes Electronics Corporation
6504502,Method and apparatus for spacecraft antenna beam pointing correction,Hughes Electronics Corporation
6513758,High altitude platform control system,Hughes Electronics Corporation
6567040,Offset pointing in de-yawed phased-array spacecraft antenna,Hughes Electronics Corporation
6631871,High altitude platform control system,Hughes Electronics Corporation
6691033,System and method for calibrating inter-star-tracker misalignments in a stellar inertial attitude determination system,Hughes Electronics Corporation
6679456,"Spacecraft protected by a coating including pyroelectric/ferroelectric particles, and the coating material",Hughes Electronics Corporation
6635507,Monolithic bypass-diode and solar-cell string assembly,Hughes Electronics Corporation
